1,red alder,kwulala’ulhp,unknown,redalder.wav,plants,noun
2,pacific trailing blackberry,sqw’il’muxw,unknown,pacifictrailingblackberry.wav,plants,noun
3,camas,camas,unknown,camas.wav,plants,noun
4,arbutus,qa:nlhp,unknown,arbutus.wav,plants,noun
